playlist_size_band,playlist_count,mean_audio_coverage,median_audio_coverage,zero_audio_match_pct,five_plus_audio_matches_pct
under_5_not_eligible,420,0.030952380952380953,0.0,92.85714285714286,0.0
small_5_9,1078,0.039959360367523615,0.0,78.29313543599258,0.3710575139146568
medium_10_24,6545,0.05098328908806342,0.0,54.78991596638656,1.757066462948816
large_25_99,7075,0.04714385012838596,0.034482758620689655,27.78798586572438,16.65017667844523
very_large_100_plus,3711,0.0436378747592655,0.0375,7.841552142279709,57.747237941255726
