epoch,loss,ranking_loss,validation_ndcg_at_10,seconds
125,0.01463678851723671,0.014406588859856129,0.3780217028412967,0.7910949001088738
126,0.014853546395897865,0.014622773043811321,0.37806824562272934,0.8211705000139773
127,0.014428285881876945,0.014196881093084812,0.37823682048386137,0.7446775001008064
128,0.014457043260335922,0.01422492042183876,0.37816574348359283,0.8391064000315964
129,0.014384555630385876,0.014151896350085735,0.37848333955220304,0.9274744000285864
130,0.014215677976608276,0.013982284814119339,0.3786303335298137,0.9923238998744637
131,0.013974957168102264,0.013741015456616879,0.3788254513155331,0.8501271000131965
132,0.01354438066482544,0.013309909030795097,0.379192872655313,0.7927139000967145
133,0.013568766415119171,0.013333385810256004,0.37925979427494655,0.8533259001560509
134,0.013261284679174423,0.013025495223701,0.37945149433950764,0.7558480999432504
135,0.013407486490905285,0.013171062804758549,0.3796227832985408,0.8154248001519591
136,0.013654885813593864,0.01341783907264471,0.3797054230326904,0.7874590000137687
137,0.01320195384323597,0.012964097782969475,0.3799496005299449,0.7584401001222432
138,0.013112243264913559,0.012873915955424309,0.38007259771379903,0.8329072999767959
139,0.013024658896028996,0.012785741128027439,0.38045521201234117,0.7971410001628101
140,0.01261820923537016,0.012378528714179993,0.3805129522055436,0.7946091000922024
141,0.012829726561903954,0.01258949376642704,0.38060701442895706,0.7844420000910759
142,0.012711417861282825,0.012470360845327377,0.38051488447637677,0.8279320998117328
143,0.012406181544065475,0.012164736166596413,0.3805682081610812,0.7874819000717252
144,0.012621939182281494,0.012379975989460945,0.3805344430667455,0.7646860000677407
145,0.012305221520364285,0.012062502093613148,0.3804234513071058,0.7445280000101775
146,0.011970932595431805,0.011727673932909966,0.38062597913927954,0.7591803001705557
147,0.012077952735126019,0.01183412503451109,0.3807591173638964,0.7525624998379499
148,0.01213210541754961,0.011887706816196442,0.3806956494309341,0.8163236998952925
149,0.011926190927624702,0.011681346222758293,0.38080834948669634,0.7772341999225318
150,0.011785265058279037,0.01153974886983633,0.3807317466488669,0.7480483998078853
151,0.011672919616103172,0.011426571756601334,0.38079111043572506,0.7680156000424176
152,0.011681956239044666,0.011435228399932384,0.38106314134917885,0.756426100153476
153,0.011341684497892857,0.01109437458217144,0.38137929736374865,0.8038621000014246
154,0.011324357241392136,0.011076511815190315,0.381675689864276,0.7987357000820339
155,0.01107095368206501,0.010822458192706108,0.38184826761438134,0.821661900030449
156,0.011312584392726421,0.01106364093720913,0.3821469457066251,0.7948663998395205
157,0.011065740138292313,0.010816042311489582,0.382092193851155,0.8065327999647707
158,0.01093294471502304,0.010682876221835613,0.3821874300873554,0.770691400161013
159,0.011059505864977837,0.010808923281729221,0.382076867443395,0.7595622998196632
160,0.010992802679538727,0.010741723701357841,0.38224949269263475,0.7955408999696374
